duration,c_0001,c_0002,v_149,ob_reason,ob_age,ob_realEstate,ob_debt,ob_invest,ob_saving,ob_feelingRisk,ob_investPriority,ob_scenario,check_portfolioId,sim_ethnicity,sim_general,sim_gender,sim_age,sim_language,trust_general,trust_contact,trust_relationship,trust_care,trust_understand,trust_warmth,competence_general,competence_capable,competence_skillful,competence_intelligent,bene_values,bene_honest,bene_respect,li_implement,li_improvements,li_better,lic_amount,sat_happy,sat_right,sat_satisfied,benef_hurt,benef_needs,benef_help,benef_important,benef_welfare,recomm_propensity,loy_choose,loy_best,loy_loyal,lif_portion,learn_learn,learn_improve,learn_skills,att_bestInterest,att_trustworthy,att_ownInterest,att_commissions,fwb_situation,fwb_left,fwb_behind,person_reserved,person_lazy,person_stress,person_artistic,person_sociable,person_fault,person_through,person_nervous,person_imagination,patience154,patience185,patience202,patience210,patience215,patience206,patience193,patience197,patience189,patience169,patience177,patience181,patience173,patience161,patience165,patience158,patience125,patience139,patience146,patience150,patience143,patience132,patience136,patience129,patience112,patience119,patience122,patience116,patience106,patience109,patience103,patience_general,literacy1,literacy2,literacy3,literacy4,literacy5,literacy6,literacy7,check_portfolioType,check_advisorType,dem_gender,dem_ethnicity,dem_usResidence,dem_financialAdvisorUsage,dem_education,income,cond_race,cond_matching,cond,person_trusting
742,0.75,2,55aeb059fdf99b5dac7fa5f5,1,34,250000,0,5000,2000,3,4,2,2,7,5,7,6,6,4,4,4,3,3,3,5,6,5,5,3,3,4,2,3,2,5,3,3,3,3,3,2,3,3,45,2,2,1,5,5,7,4,2,2,6,7,3,6,1,4,2,5,3,3,4,7,2,5,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,4,3,1,3,3,2,2,1,3,1,1,2,1,2,6,75000,black,matching,"black, matching",6
780,0.125,1,5a64417931b87a0001c6f48b,1,58,75000,35000,500,150,1,2,1,2,7,6,1,4,5,5,6,4,5,6,6,7,7,7,7,6,6,6,5,6,5,20,5,6,6,5,5,5,5,5,62,5,5,5,30,6,7,6,6,6,2,3,5,3,3,6,1,4,3,3,5,6,4,7,1,1,2,-77,-77,-77,2,-77,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,3,1,3,3,2,3,1,2,3,2,2,1,2,4,35500,black,matching,"black, matching",4
1786,0.5,2,61644b17ec9f97f7485d5624,3,27,0,0,30000,900,3,1,3, 2,7,5,1,4,6,6,6,6,6,6,6,7,7,7,7,7,7,7,4,7,6,60,6,6,6,6,6,6,6,6,97,6,6,4,30,6,7,6,7,7,4,4,3,7,6,4,1,4,1,6,1,6,1,6,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,2,-77,2,7,3,1,3,3,2,1,2,2,1,2,2,1,2,6,50000,black,matching,"black, matching",6
396,0.25,1,62d086efac898adaa3a0c6d0,1,35,0,6000,100,50,2,1,2,personal,3,3,4,5,5,5,6,6,6,6,6,6,5,6,6,6,6,6,5,5,6,15,5,5,5,6,5,6,6,6,80,5,6,6,5,6,6,6,6,6,5,5,3,2,6,5,3,5,5,6,2,5,2,5,1,2,-77,-77,-77,-77,-77,-77,-77,1,2,-77,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,2,2,2,2,3,1,3,1,1,1,2,1,2,2,23000,black,matching,"black, matching",5
1503,0.25,2,6304a9d3a89f8024ff5209e3,3,33,120000,6000,600,600,2,2,1,2,7,7,7,6,6,6,7,6,7,7,6,7,6,7,7,6,6,7,6,7,7,25,6,7,6,6,6,5,6,7,93,6,7,6,25,6,7,7,7,6,1,7,2,7,3,6,1,6,6,3,1,5,2,7,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,1,1,-77,7,2,1,3,3,3,1,2,1,2,1,2,1,1,5,90000,black,matching,"black, matching",7
656,0.375,2,5743c964eb8ed0000ff798ac,3,31,0,63000,1000,200,2,2,2,2,6,4,7,5,5,7,6,4,4,4,4,7,7,7,7,4,5,4,7,7,7,100,7,7,7,6,5,5,6,5,100,7,7,7,100,7,7,7,5,4,5,6,5,6,2,7,6,6,4,4,5,6,3,7,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,-77,-77,-77,-77,1,1,1,-77,-77,-77,-77,4,1,1,3,3,2,2,1,2,1,1,2,1,2,3,48000,black,matching,"black, matching",7
792,0.5,2,5ac16e870527ba0001c1f27e,2,40,0,5000,2500,300,3,2,2,2,7,4,7,5,6,6,6,4,6,6,5,7,7,7,7,6,7,7,6,7,6,33,7,7,7,6,6,6,6,6,97,7,6,4,50,7,7,7,6,6,2,2,2,5,1,4,1,6,2,4,1,7,2,4,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,2,-77,1,6,3,1,3,3,2,3,3,2,1,1,2,1,2,3,35000,black,matching,"black, matching",6
750,0.125,1,610099a0bb44106c39030d8f,1,22,0,0,100,100,2,1,1,2,6,5,1,4,7,6,7,6,7,7,5,7,7,7,7,6,6,7,7,7,7,20,7,7,7,7,7,4,7,7,100,7,7,7,40,7,7,7,7,7,3,2,5,3,6,7,5,5,1,2,4,7,7,7,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,2,-77,-77,-77,2,-77,1,-77,-77,-77,-77,-77,-77,-77,6,2,1,3,3,3,3,1,2,1,2,2,1,2,5,500,black,matching,"black, matching",7
461,0.375,1,610e0a1e95c323743ff02dcb,3,36,0,4000,500,200,1,3,2,2,7,3,7,4,5,6,6,4,5,6,4,6,6,6,6,5,5,5,6,6,4,20,6,6,6,6,6,6,6,6,83,6,6,6,30,6,7,6,4,4,6,6,6,3,4,6,1,1,4,2,1,6,6,4,1,1,2,-77,-77,-77,1,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,3,1,3,3,3,2,3,2,1,1,2,1,2,5,29999,black,matching,"black, matching",2
1800,0.875,1,],1,22,0,0,100,400,3,4,3,2,7,6,1,4,7,6,6,4,6,6,6,7,7,7,7,6,7,7,7,7,7,30,7,7,7,5,6,6,6,6,100,7,6,6,10,7,7,7,6,6,4,6,2,2,5,6,5,6,1,3,4,3,6,7,1,2,-77,-77,-77,-77,-77,-77,-77,1,1,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,3,1,2,3,2,3,1,3,1,2,2,1,2,4,0,black,matching,"black, matching",7
840,0.625,2,631b4849c2daec6a4966605c,2,37,0,0,5000,200,2,4,2,balanced,7,4,7,4,7,5,5,5,6,6,7,6,6,4,5,5,4,6,7,6,6,40,6,6,6,6,5,4,6,5,75,5,5,5,30,7,7,7,5,5,4,4,2,1,2,6,1,7,3,2,4,6,1,6,1,1,2,-77,-77,-77,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,3,1,2,3,3,1,3,2,1,1,2,1,2,2,4000,black,matching,"black, matching",4
1183,0.625,1,5798e5674a84da00014c652b,1,48,0,20000,100,100,3,3,2,2,7,5,1,3,7,6,6,4,5,6,4,7,7,6,7,5,6,6,6,6,6,14,6,6,7,6,5,5,5,5,40,5,5,4,10,7,7,7,6,7,5,7,7,1,7,7,1,2,1,1,6,7,5,7,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,3,3,2,3,3,2,3,2,1,2,2,1,2,3,28000,black,matching,"black, matching",1
1698,0.25,2,62def1c5c4b07b0d8f876bd6,1,37,0,3000,6000,200,1,2,2,2,7,6,7,4,7,6,7,7,6,6,6,7,7,6,7,6,7,7,6,7,7,95,6,7,7,6,7,6,6,6,86,6,7,7,95,6,7,7,7,5,6,6,5,5,6,3,1,4,5,6,2,2,3,6,1,2,-77,-77,-77,-77,-77,-77,-77,1,1,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,7,2,1,3,3,2,2,2,1,2,1,2,1,1,5,50000,black,matching,"black, matching",6
1514,0.625,1,62e83262c4e50f1eb9eb2391,3,28,0,0,100000,350,3,4,1,2,6,5,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,60,6,6,6,6,6,6,6,6,90,6,6,6,52,6,6,6,6,6,6,7,1,6,1,7,1,7,5,6,1,1,1,5,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,3,2,3,3,1,2,2,2,1,1,2,1,2,6,2000,black,matching,"black, matching",7
1197,0.125,2,610c46ec070a815a79afe046,1,34,0,66500,100,30,2,1,1,2,6,4,1,6,5,6,4,4,5,6,6,6,6,6,6,5,6,7,6,6,6,10,6,6,6,7,6,4,6,4,60,5,5,5,10,7,7,6,6,6,4,4,5,1,3,6,2,5,4,3,4,6,4,6,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,4,3,1,3,3,2,1,3,1,2,2,2,1,2,6,6000,black,matching,"black, matching",3
1058,0.125,1,614f58258eaf7063aa888d90,1,29,0,0,150,100,1,1,2,2,7,2,1,6,7,7,6,5,7,7,7,7,7,7,7,7,7,7,6,7,6,20,7,7,7,7,7,6,7,7,100,7,6,6,80,5,6,6,6,6,3,4,6,2,2,6,4,1,1,1,6,4,7,6,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,4,3,1,3,3,2,3,1,1,1,2,2,1,2,5,0,black,matching,"black, matching",1
1679,0.375,1,61118b59c27e0581f7112c3d,1,23,0,0,100,100,3,1,2,2,7,5,7,7,7,6,6,6,6,6,6,4,4,4,6,7,5,6,4,4,4,40,5,5,5,7,6,5,6,5,60,5,2,2,24,5,6,5,4,4,5,4,3,5,4,2,3,3,2,2,2,5,3,5,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,3,3,1,3,1,2,2,2,2,1,2,2,1,2,5,0,black,matching,"black, matching",4
462,1,2,5ac4c730f69e940001d977e1,2,28,0,0,5000,2000,4,4,3,2,7,6,7,6,6,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,50,7,7,7,7,7,7,7,7,97,7,7,7,68,7,7,7,6,6,2,2,1,7,1,4,1,7,1,4,1,7,1,7,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,2,-77,-77,-77,2,-77,2,-77,-77,-77,-77,-77,-77,-77,7,1,1,3,2,2,1,1,3,1,1,2,1,2,5,60000,black,matching,"black, matching",7
1680,0.25,1,611144542CF9D49B089B7D55,1,44,0,0,100,50,3,1,1,611144542CF9D49B089B7D55,7,1,1,5,7,3,5,1,6,6,7,7,7,7,7,7,7,7,4,4,5,25,5,5,5,6,6,6,6,5,83,5,4,4,17,5,6,5,6,6,2,2,2,2,7,7,4,5,5,2,2,5,4,5,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,3,3,2,2,3,2,3,3,1,2,2,1,2,4,10000,black,matching,"black, matching",6
741,0.125,1,612a90d96190d24a55b520cf,1,23,0,115000,236,200,2,1,1,2,7,4,1,3,6,5,2,1,5,4,5,6,6,6,6,4,6,6,5,5,5,75,3,3,5,5,5,4,5,4,19,3,4,2,2,4,5,4,5,5,3,5,7,3,6,5,5,5,1,4,3,6,5,7,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,3,2,2,3,3,2,2,1,1,2,2,1,2,5,15000,black,matching,"black, matching",4
1942,0.75,2,5ecbecaf5d5a2e797beced09,1,24,0,0,100,50,3,4,2,2,6,5,7,5,5,5,4,3,3,6,4,6,6,5,6,5,4,6,5,5,5,50,5,5,5,5,5,5,5,4,30,5,6,4,40,5,6,6,5,4,5,5,6,5,5,6,6,3,4,3,6,3,5,7,1,1,2,-77,-77,-77,2,-77,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,4,3,1,3,3,3,3,3,3,3,1,2,1,2,5,20000,black,matching,"black, matching",5
1011,0.5,2,62d733798078253c232aba56,3,53,240000,190000,2000,500,2,3,2,2,7,4,1,4,7,6,6,6,4,4,4,5,5,5,5,5,5,5,5,5,5,40,7,6,7,6,6,6,5,5,72,5,5,4,40,7,7,6,5,5,5,5,5,5,5,7,2,4,4,5,3,5,4,5,1,1,2,-77,-77,-77,2,-77,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,3,1,3,3,3,2,3,2,1,2,2,1,2,5,72000,black,matching,"black, matching",6
723,0.5,1,5ff94e71c59814230b0fb713,1,30,0,20000,300,300,3,2,2,2,6,2,7,5,5,5,4,1,4,4,4,6,6,6,6,4,4,5,5,5,5,95,5,5,5,6,5,4,4,4,0,4,4,1,20,5,6,5,4,4,5,6,6,5,4,7,4,4,4,1,6,6,5,4,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,2,-77,-77,-77,2,-77,1,-77,-77,-77,-77,-77,-77,-77,6,3,1,3,3,2,1,1,2,1,1,2,1,2,4,26000,black,matching,"black, matching",1
1827,0.75,1,57630e89bca2670006ccd1f7,3,36,497000,205000,1000,100,3,4,2,I didn't receive an ID.  He said to let him know if I had any other questions.,7,4,1,5,1,7,5,2,5,5,5,5,6,5,4,5,5,5,6,5,4,100,4,4,5,5,5,2,5,5,75,3,2,2,100,5,6,6,4,4,5,7,3,6,3,6,2,5,2,2,2,6,6,5,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,-77,-77,-77,-77,1,2,-77,2,-77,-77,-77,7,3,1,3,3,2,2,1,3,1,2,2,1,1,5,80000,black,matching,"black, matching",6
946,0.625,2,5f99ba5121189e05a9490a72,2,44,0,0,10000,500,3,3,2,Didn't get one?,7,5,1,4,7,7,7,5,6,7,4,6,7,7,7,4,5,7,7,7,7,30,6,6,7,6,6,3,4,2,50,5,4,3,25,7,7,7,6,6,5,6,6,1,7,3,2,5,1,6,3,6,4,6,1,2,-77,-77,-77,-77,-77,-77,-77,1,2,-77,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,3,1,3,2,2,3,1,2,2,2,2,1,1,5,40000,black,matching,"black, matching",6
970,0.5,3,631c96dfb4cb08a8f94410c5,3,32,0,30000,2000,100,3,2,2,Neutral ,1,3,7,4,5,4,4,4,4,5,4,5,5,5,5,4,4,4,6,5,5,30,5,5,5,4,4,4,4,4,50,4,4,4,10,6,6,6,4,4,4,5,3,4,4,5,4,3,4,3,2,5,4,4,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,2,-77,1,5,3,1,3,3,2,2,1,2,3,1,2,1,2,5,60000,black,not_matching,"black, not_matching",4
1271,0.5,4,62dc1f9aed524ca6f84bc71d,1,32,5000,200,100000,2000,3,1,3,2,1,1,7,3,7,7,4,4,6,6,6,7,7,7,7,7,4,7,6,6,6,20,6,6,6,4,4,4,4,4,87,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,4,3,1,1,1,3,1,2,2,1,1,2,1,2,6,100000,black,not_matching,"black, not_matching",4
2203,0.125,4,5d57062817ee8d0001cda0f6,1,37,0,0,20,100,1,1,2,2,1,2,1,3,7,7,4,3,7,7,4,7,7,7,7,6,7,7,7,7,7,25,7,7,7,7,7,4,7,5,50,7,5,4,40,4,5,7,7,7,2,4,1,4,2,6,4,5,3,3,5,5,6,5,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,3,1,3,2,3,3,3,1,1,2,2,1,2,4,48000,black,not_matching,"black, not_matching",3
633,0.875,4,5816176700b325000184dba6,1,29,400000,9000,20000,5000,4,4,2,"High risk, high return",1,6,7,5,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,80,7,7,7,7,7,7,7,7,100,7,7,7,70,7,7,7,5,7,3,6,1,7,5,7,1,7,1,1,4,6,1,7,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,1,2,-77,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,7,3,1,3,3,2,1,3,3,2,1,2,1,2,3,200000,black,not_matching,"black, not_matching",5
1298,0.25,3,62e1f3f870894e12168113c5,1,32,300000,90000,5000,1000,2,1,2,2,1,3,7,7,7,6,7,7,7,7,6,7,7,7,7,7,7,7,6,7,7,30,7,7,7,7,7,7,7,7,92,6,7,6,45,7,7,7,7,7,2,4,2,5,4,7,3,5,2,5,1,7,5,5,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,3,1,3,2,3,2,2,1,1,1,2,1,2,5,120000,black,not_matching,"black, not_matching",7
696,0.25,4,62f55b431a8434d459748de2,2,35,101000,250000,1000,1000,2,1,2,2,1,4,7,5,7,4,6,5,6,7,6,7,7,7,7,6,6,7,5,7,7,10,6,5,6,6,7,6,6,7,100,7,6,6,15,6,7,6,7,6,3,2,3,7,2,5,1,6,5,2,2,6,1,4,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,4,3,1,2,3,1,2,3,1,1,1,2,1,2,3,49000,black,not_matching,"black, not_matching",6
3044,0.625,4,https://ww2.unipark.de/uc/seeking_financial_advice_b/,1,24,0,0,100,20,3,3,2,https://ww2.unipark.de/uc/seeking_financial_advice_b/,1,3,7,4,7,7,7,1,7,7,3,7,7,7,7,7,4,7,2,4,4,100,7,7,7,4,6,2,6,4,100,7,4,2,76,3,7,4,2,2,7,4,7,7,1,4,7,1,6,6,6,1,7,7,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,4,3,3,3,3,3,2,3,2,1,1,2,1,2,3,300,black,not_matching,"black, not_matching",4
756,0.625,3,5e1f938b06121f2be0d1ead4,3,23,0,0,5000,500,3,3,2,2,1,1,1,4,6,4,5,4,4,5,5,6,6,6,7,5,6,6,5,5,4,40,6,7,7,5,5,5,5,5,75,5,5,4,40,6,7,7,5,5,4,4,1,7,1,5,1,7,1,4,1,7,3,6,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,3,1,3,3,2,1,1,2,2,2,2,1,2,5,45000,black,not_matching,"black, not_matching",5
577,0.375,3,5d93ee94eaf36200134a1d87,3,31,0,10000,200,200,2,2,2,2,1,4,7,5,6,4,4,3,4,4,4,4,4,4,4,4,4,4,5,5,5,30,4,4,4,3,4,4,4,4,61,5,4,4,30,4,4,4,3,3,5,5,3,4,3,5,3,3,5,3,5,4,5,3,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,2,-77,-77,-77,2,-77,1,-77,-77,-77,-77,-77,-77,-77,5,3,1,3,3,2,3,1,2,1,1,2,1,2,5,15000,black,not_matching,"black, not_matching",4
975,0.875,4,5fbd371dc57ae80a38ba00c2,2,32,30000,500,1000,100,3,4,3,2,2,1,7,5,6,7,6,4,4,6,4,6,7,6,7,6,7,6,6,7,6,83,6,5,6,6,7,6,5,6,84,7,5,6,71,7,6,6,6,5,6,6,7,5,6,7,7,2,3,1,3,6,4,7,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,1,1,-77,7,3,2,3,1,2,1,3,3,2,1,2,1,1,5,30000,black,not_matching,"black, not_matching",6
693,0.625,3,612682ec747ac2d5df40f7df,3,21,0,100,100,100,3,3,2,2,1,2,7,2,4,4,4,3,3,3,4,5,5,4,5,4,4,5,4,5,5,25,4,5,5,4,3,4,4,3,60,4,5,4,25,4,6,6,4,3,4,5,2,5,4,5,2,5,2,2,2,4,5,6,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,3,1,3,1,2,1,1,2,1,1,6,1,1,3,35000,black,not_matching,"black, not_matching",2
961,0.375,3,54847f1cfdf99b07b28f22f9,1,49,0,5000,100,50,2,2,2,2,1,3,7,3,7,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,25,6,6,6,6,6,6,6,6,90,6,6,6,20,6,6,6,6,6,2,2,4,2,6,7,1,5,2,2,2,6,2,5,1,2,-77,-77,-77,-77,-77,-77,-77,1,2,-77,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,3,1,3,3,2,1,1,2,2,1,2,1,2,6,20000,black,not_matching,"black, not_matching",6
632,0.25,4,61fa94565719bc09cb834f00,1,28,0,1500,1000,200,2,1,2,2,1,2,1,4,5,5,3,3,3,3,3,5,5,5,5,3,3,4,5,5,5,60,5,5,5,4,4,3,3,3,70,4,4,2,51,5,5,5,3,4,5,5,5,2,6,3,5,5,5,6,5,6,2,5,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,2,-77,-77,-77,2,-77,1,-77,-77,-77,-77,-77,-77,-77,4,3,1,3,3,2,2,1,1,1,2,2,1,1,5,10000,black,not_matching,"black, not_matching",5
1334,0.625,3,6138f7e0ad42e592ca5f2024,2,34,0,0,100,80,2,4,2,2,1,1,7,5,6,3,2,2,2,3,5,4,5,4,4,5,4,5,4,3,2,20,4,3,2,3,3,2,3,3,3,3,3,2,3,5,7,2,3,3,4,3,3,2,2,4,3,4,3,4,3,4,3,4,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,3,2,1,3,3,3,2,3,2,1,2,1,2,3,25000,black,not_matching,"black, not_matching",5
946,0.25,4,5eb3629472398915cb013c43,1,35,100000,100000,500,150,2,1,2,2,1,1,1,5,4,6,4,3,4,4,5,7,7,7,7,5,5,6,6,6,4,25,5,5,5,6,5,4,3,4,46,5,6,2,26,4,5,6,5,5,6,6,4,3,6,3,5,4,2,5,1,5,3,6,1,1,2,-77,-77,-77,2,-77,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,3,1,3,3,3,1,1,1,2,2,2,1,2,5,35000,black,not_matching,"black, not_matching",4
1015,0.5,4,5d863f244d401800016ece02,3,27,250000,23000,2000,500,1,4,2,2,1,1,7,6,5,7,6,6,6,6,6,7,7,7,7,7,7,7,4,7,6,45,6,6,6,7,7,7,7,7,80,6,6,6,25,7,7,7,5,5,3,6,5,4,5,6,7,3,2,2,5,5,6,6,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,3,3,1,3,1,3,1,3,2,1,1,2,1,2,4,19000,black,not_matching,"black, not_matching",6
676,0,4,5b15d20c444cef0001cb1153,1,37,0,0,2000,500,1,1,1,preserve capital,2,2,7,5,5,5,1,1,1,1,4,5,5,5,6,5,4,6,5,6,5,5,5,5,5,4,4,4,3,3,10,4,4,4,10,4,4,5,3,4,6,7,5,3,5,6,4,2,1,3,3,3,4,6,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,4,3,1,3,3,2,3,1,1,1,1,2,1,2,5,69000,black,not_matching,"black, not_matching",3
2113,0.375,4,63083895a3f1d1ab02832605,2,26,0,0,50,250,2,3,1,2,1,1,7,1,3,6,6,4,4,6,4,7,6,6,5,6,7,5,6,7,6,10,6,7,7,6,6,7,6,5,45,5,6,4,5,6,7,7,4,5,4,6,1,7,1,6,3,5,1,2,2,6,3,7,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,2,3,3,3,2,2,1,2,2,1,2,1,2,3,0,black,not_matching,"black, not_matching",4
374,0.5,4,609575d520c766131375aabe,1,24,0,1000,50,100,2,3,2,2,1,4,1,6,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,30,4,4,4,4,4,4,4,4,30,4,4,4,10,4,4,4,4,4,4,4,4,2,6,6,4,2,1,2,4,4,6,6,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,4,3,1,1,2,3,3,1,2,1,2,2,1,2,6,1000,black,not_matching,"black, not_matching",4
1117,0.25,3,5de7ca192294f172c699b7dc,3,57,500000,60000,1000,200,3,1,1,I didn't see it.,1,2,1,1,7,5,7,6,5,6,5,5,6,6,6,5,6,6,6,6,4,10,6,6,6,4,5,4,6,5,5,6,6,6,20,7,7,6,5,4,5,7,1,5,1,6,2,7,3,5,1,7,1,4,1,1,2,-77,-77,-77,2,-77,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,7,3,1,2,3,2,1,1,1,3,2,2,1,2,3,5000,black,not_matching,"black, not_matching",2
