"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"s_0001";"c_0001";"c_0002";"v_149";"ob_reason";"ob_age";"ob_realEstate";"ob_debt";"ob_invest";"ob_saving";"ob_feelingRisk";"ob_investPriority";"ob_scenario";"stimulus_played2";"stimulus_played1";"stimulus_played4";"stimulus_played3";"stimulus_played6";"stimulus_played5";"check_portfolioId";"sim_ethnicity";"sim_general";"sim_gender";"sim_age";"sim_language";"trust_general";"trust_contact";"trust_relationship";"trust_care";"trust_understand";"trust_warmth";"competence_general";"competence_capable";"competence_skillful";"competence_intelligent";"bene_values";"bene_honest";"bene_respect";"li_implement";"li_improvements";"li_better";"lic_amount";"sat_happy";"sat_right";"sat_satisfied";"benef_hurt";"benef_needs";"benef_help";"benef_important";"benef_welfare";"recomm_propensity";"loy_choose";"loy_best";"loy_loyal";"lif_portion";"learn_learn";"learn_improve";"learn_skills";"att_bestInterest";"att_trustworthy";"att_ownInterest";"att_commissions";"fwb_situation";"fwb_left";"fwb_behind";"person_reserved";"person_trsuting";"person_lazy";"person_stress";"person_artistic";"person_sociable";"person_fault";"person_through";"person_nervous";"person_imagination";"patience154";"patience185";"patience202";"patience210";"patience215";"patience206";"patience193";"patience197";"patience189";"patience169";"patience177";"patience181";"patience173";"patience161";"patience165";"patience158";"patience125";"patience139";"patience146";"patience150";"patience143";"patience132";"patience136";"patience129";"patience112";"patience119";"patience122";"patience116";"patience106";"patience109";"patience103";"patience_general";"literacy1";"literacy2";"literacy3";"literacy4";"literacy5";"literacy6";"literacy7";"check_portfolioType";"check_advisorType";"dem_gender";"dem_ethnicity";"dem_usResidence";"dem_financialAdvisorUsage";"dem_education";"income";"browser";"referer";"device_type";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6047382";"rts6047383";"rts6047385";"rts6047387";"rts6047388";"rts6047389";"rts6047390";"rts6047391";"rts6047392";"rts6047393";"rts6047394";"rts6047395";"rts6047396";"rts6047397";"rts6047398";"rts6047401";"rts6047403";"rts6047406";"rts6047408";"rts6047411";"rts6047413";"rts6047414";"rts6047415";"rts6047416";"rts6047417";"rts6047418";"rts6047419";"rts6047420";"rts6047421";"rts6047422";"rts6047424";"rts6047426";"rts6047428";"rts6047430";"rts6047432";"rts6047434";"rts6047436";"rts6047438";"rts6047440";"rts6047442";"rts6047444";"rts6047446";"rts6047448";"rts6047450";"rts6047452";"rts6047454";"rts6047456";"rts6047458";"rts6047460";"rts6047462";"rts6047464";"rts6047466";"rts6047468";"rts6047470";"rts6047472";"rts6047474";"rts6047476";"rts6047478";"rts6047480";"rts6047482";"rts6047483";"rts6047484";"rts6047485";"rts6047486"
"47";"0";"0";"31";"6047487";"-77";"969";"-77";"0.375";"2";"622a0d9a4f5132ad78e5f1b6";"3";"75";"600000";"150000";"250000";"300";"3";"1";"2";"-77";"-77";"1";"-77";"-77";"-77";"2";"7";"5";"1";"2";"7";"7";"7";"6";"6";"7";"6";"7";"7";"6";"7";"6";"6";"7";"5";"7";"7";"90";"7";"7";"7";"6";"6";"6";"7";"6";"91";"7";"6";"6";"100";"7";"7";"7";"5";"5";"5";"6";"6";"1";"7";"5";"6";"1";"6";"1";"5";"1";"7";"1";"6";"1";"1";"2";"-77";"-77";"-77";"2";"-77";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"6";"3";"2";"1";"3";"2";"1";"1";"2";"1";"2";"2";"1";"1";"5";"48000";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36 Edg/105.0.1343.33";"https://app.prolific.co/";"0";"0";"-66";"0";"6047382,6047383,6047384,6047386,6047387,6047388,6047389,6047390,6047391,6047392,6047393,6047394,6047395,6047396,6047397,6047398,6047399,6047404,6047405,6047406,6047407,6047409,6047414,6047407,6047409,6047414,6047415,6047416,6047417,6047418,6047419,6047420,6047421,6047422,6047423,6047424,6047425,6047426,6047427,6047433,6047434,6047435,6047437,6047438,6047439,6047453,6047483,6047484,6047485,6047486,6047487";"0";"0";"0";"-77";"-77";"64c8296db0f8fe861277b9eff36469eb";"1";"0";"1662996871";"2022-09-12 15:34:31";"2022-09-12 15:50:40";"0000-00-00 00:00:00";"23";"56";"0";"98";"114";"126";"138";"162";"180";"193";"202";"209";"220";"229";"233";"0";"0";"461";"0";"0";"0";"471";"478";"508";"558";"658";"672";"678";"750";"771";"779";"784";"0";"0";"0";"792";"0";"797";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"805";"915";"928";"969"
"49";"0";"0";"31";"6047487";"-77";"875";"-77";"0.75";"1";"5fa0a2400f2ecd114f39f738";"3";"33";"250000";"26000";"1000";"650";"3";"4";"2";"-77";"-77";"-77";"-77";"1";"-77";"2";"5";"4";"4";"5";"6";"5";"4";"6";"5";"6";"5";"5";"6";"7";"7";"6";"5";"6";"5";"5";"4";"25";"5";"6";"6";"5";"6";"5";"5";"6";"86";"5";"6";"5";"31";"6";"6";"5";"6";"7";"6";"6";"4";"3";"4";"5";"4";"5";"4";"4";"3";"4";"5";"4";"5";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"1";"2";"-77";"-77";"-77";"-77";"5";"3";"1";"3";"3";"3";"3";"2";"3";"2";"1";"2";"1";"1";"5";"40000";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";"https://app.prolific.co/";"0";"0";"-66";"0";"6047382,6047382,6047382,6047383,6047384,6047385,6047386,6047385,6047385,6047388,6047389,6047390,6047390,6047390,6047391,6047392,6047393,6047394,6047395,6047396,6047396,6047396,6047397,6047398,6047399,6047404,6047409,6047410,6047411,6047412,6047411,6047411,6047414,6047415,6047416,6047417,6047417,6047417,6047418,6047418,6047418,6047419,6047420,6047421,6047421,6047421,6047422,6047423,6047453,6047454,6047455,6047469,6047470,6047471,6047470,6047470,6047472,6047473,6047474,6047475,6047477,6047483,6047484,6047484,6047484,6047485,6047486,6047487";"0";"0";"0";"-77";"-77";"7a9985ec518f46be67136ce66793626f";"1";"0";"1662996947";"2022-09-12 15:35:47";"2022-09-12 15:50:22";"0000-00-00 00:00:00";"73";"83";"155";"0";"202";"213";"229";"247";"261";"271";"281";"288";"296";"305";"308";"0";"0";"0";"0";"392";"0";"399";"409";"430";"477";"579";"604";"609";"668";"722";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"730";"0";"0";"0";"0";"0";"0";"0";"735";"741";"746";"0";"0";"0";"0";"755";"829";"851";"875"
"51";"0";"0";"31";"6047487";"-77";"2113";"-77";"0.375";"4";"63083895a3f1d1ab02832605";"2";"26";"0";"0";"50";"250";"2";"3";"1";"-77";"-77";"-77";"1";"-77";"-77";"2";"1";"1";"7";"1";"3";"6";"6";"4";"4";"6";"4";"7";"6";"6";"5";"6";"7";"5";"6";"7";"6";"10";"6";"7";"7";"6";"6";"7";"6";"5";"45";"5";"6";"4";"5";"6";"7";"7";"4";"5";"4";"6";"1";"7";"1";"6";"4";"3";"5";"1";"2";"2";"6";"3";"7";"1";"1";"1";"1";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"6";"2";"3";"3";"3";"2";"2";"1";"2";"2";"1";"2";"1";"2";"3";"0";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36";"https://app.prolific.co/";"0";"0";"-66";"0";"6047382,6047383,6047384,6047386,6047387,6047388,6047389,6047390,6047391,6047392,6047393,6047394,6047395,6047396,6047397,6047398,6047399,6047404,6047405,6047407,6047408,6047409,6047414,6047415,6047416,6047417,6047418,6047419,6047420,6047421,6047422,6047423,6047424,6047425,6047426,6047427,6047428,6047429,6047430,6047431,6047433,6047439,6047453,6047483,6047484,6047485,6047486,6047487";"1";"1";"0";"-77";"-77";"d654f51a9f1833dfa1b1d9cd81cd2b9e";"1";"0";"1662997008";"2022-09-12 15:36:48";"2022-09-12 16:12:01";"0000-00-00 00:00:00";"141";"147";"0";"291";"367";"376";"386";"396";"402";"412";"425";"429";"442";"470";"473";"0";"0";"0";"550";"0";"0";"555";"560";"581";"628";"759";"765";"768";"820";"828";"833";"837";"877";"881";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"888";"1922";"1929";"2113"
"52";"0";"0";"31";"6047487";"-77";"374";"-77";"0.5";"4";"609575d520c766131375aabe";"1";"24";"0";"1000";"50";"100";"2";"3";"2";"-77";"-77";"-77";"1";"-77";"-77";"2";"1";"4";"1";"6";"7";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"30";"4";"4";"4";"4";"4";"4";"4";"4";"30";"4";"4";"4";"10";"4";"4";"4";"4";"4";"4";"4";"4";"2";"6";"6";"4";"4";"2";"1";"2";"4";"4";"6";"6";"1";"1";"1";"1";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"4";"3";"1";"1";"2";"3";"3";"1";"2";"1";"2";"2";"1";"2";"6";"1000";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";"https://app.prolific.co/";"0";"0";"-66";"0";"6047382,6047383,6047384,6047386,6047387,6047388,6047389,6047390,6047391,6047392,6047393,6047394,6047395,6047396,6047397,6047398,6047399,6047404,6047405,6047407,6047408,6047409,6047414,6047415,6047416,6047417,6047418,6047419,6047420,6047421,6047422,6047423,6047424,6047425,6047426,6047427,6047428,6047429,6047430,6047431,6047433,6047439,6047453,6047483,6047484,6047485,6047486,6047487";"1";"0";"0";"-77";"-77";"e36176b70cb6762cfa7c285368547595";"1";"0";"1662997013";"2022-09-12 15:36:53";"2022-09-12 15:43:07";"0000-00-00 00:00:00";"6";"12";"0";"26";"38";"44";"49";"58";"68";"73";"80";"86";"93";"102";"105";"0";"0";"0";"168";"0";"0";"176";"180";"194";"204";"242";"247";"248";"277";"285";"288";"291";"293";"296";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"300";"352";"363";"374"
"53";"0";"0";"31";"6047487";"-77";"779";"-77";"0.375";"2";"5b72d3f8afce7600019fe275";"3";"31";"150000";"185000";"1000";"2000";"3";"2";"1";"-77";"-77";"1";"-77";"-77";"-77";"2";"7";"4";"7";"5";"4";"6";"7";"4";"5";"6";"6";"7";"7";"7";"7";"7";"4";"7";"7";"7";"7";"100";"7";"7";"7";"6";"6";"6";"6";"6";"100";"6";"6";"4";"50";"7";"7";"7";"4";"4";"7";"4";"1";"1";"1";"7";"4";"1";"6";"3";"3";"1";"7";"1";"7";"1";"1";"2";"-77";"-77";"-77";"1";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"7";"3";"1";"3";"3";"2";"2";"1";"2";"1";"1";"2";"1";"2";"5";"70000";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";"https://app.prolific.co/";"0";"0";"-66";"0";"6047382,6047383,6047384,6047386,6047387,6047388,6047389,6047390,6047391,6047392,6047393,6047394,6047395,6047396,6047397,6047398,6047399,6047404,6047405,6047406,6047407,6047409,6047414,6047407,6047409,6047414,6047415,6047416,6047417,6047418,6047419,6047420,6047421,6047422,6047423,6047424,6047425,6047426,6047427,6047433,6047434,6047435,6047436,6047437,6047439,6047453,6047483,6047484,6047485,6047486,6047487";"0";"0";"0";"-77";"-77";"9e11b010e3aaec1d75943efffa46c102";"1";"0";"1662997071";"2022-09-12 15:37:51";"2022-09-12 15:50:50";"0000-00-00 00:00:00";"8";"11";"0";"32";"51";"56";"62";"74";"93";"101";"110";"117";"137";"158";"162";"0";"0";"362";"0";"0";"0";"367";"540";"552";"575";"628";"634";"638";"667";"672";"676";"678";"0";"0";"0";"681";"683";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"687";"754";"764";"779"
"54";"0";"0";"31";"6047487";"-77";"916";"-77";"0.875";"3";"5f8f0ae15fe9e60fbbbaead9";"3";"27";"90000";"0";"25000";"30000";"3";"4";"3";"-77";"-77";"-77";"-77";"-77";"-66";"2";"5";"6";"6";"5";"4";"6";"7";"5";"4";"6";"5";"7";"7";"4";"6";"6";"5";"7";"7";"7";"5";"40";"6";"7";"7";"2";"5";"7";"6";"6";"79";"6";"4";"7";"25";"6";"7";"7";"7";"6";"7";"6";"3";"5";"7";"5";"7";"3";"5";"7";"4";"6";"6";"4";"5";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"2";"-77";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"6";"2";"2";"3";"2";"1";"1";"1";"2";"1";"1";"2";"1";"1";"6";"49000";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";"https://app.prolific.co/";"0";"0";"-66";"0";"6047382,6047383,6047384,6047385,6047386,6047388,6047389,6047390,6047391,6047392,6047393,6047394,6047395,6047396,6047397,6047398,6047399,6047404,6047409,6047410,6047412,6047413,6047414,6047414,6047414,6047415,6047416,6047417,6047418,6047419,6047420,6047421,6047422,6047423,6047424,6047425,6047439,6047440,6047441,6047442,6047443,6047445,6047446,6047447,6047453,6047483,6047484,6047485,6047486,6047487";"0";"1";"0";"-77";"-77";"3eeaa2543f1e962183625be07c3657bb";"1";"0";"1662997096";"2022-09-12 15:38:16";"2022-09-12 15:53:32";"0000-00-00 00:00:00";"23";"27";"34";"0";"40";"162";"168";"198";"209";"220";"243";"253";"269";"284";"287";"0";"0";"0";"0";"0";"381";"401";"418";"435";"458";"529";"538";"546";"593";"742";"751";"0";"0";"0";"0";"0";"0";"0";"757";"762";"0";"765";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"770";"856";"880";"916"
"55";"0";"0";"31";"6047487";"-77";"1117";"-77";"0.25";"3";"5de7ca192294f172c699b7dc";"3";"57";"500000";"60000";"1000";"200";"3";"1";"1";"-77";"1";"-77";"-77";"-77";"-77";"I didn't see it.";"1";"2";"1";"1";"7";"5";"7";"6";"5";"6";"5";"5";"6";"6";"6";"5";"6";"6";"6";"6";"4";"10";"6";"6";"6";"4";"5";"4";"6";"5";"5";"6";"6";"6";"20";"7";"7";"6";"5";"4";"5";"7";"1";"5";"1";"6";"2";"2";"7";"3";"5";"1";"7";"1";"4";"1";"1";"2";"-77";"-77";"-77";"2";"-77";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"7";"3";"1";"2";"3";"2";"1";"1";"1";"3";"2";"2";"1";"2";"3";"5000";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36 Edg/105.0.1343.27";"https://app.prolific.co/";"0";"0";"-66";"0";"6047382,6047383,6047384,6047385,6047386,6047388,6047389,6047390,6047391,6047392,6047393,6047394,6047395,6047395,6047396,6047397,6047398,6047399,6047400,6047402,6047403,6047404,6047409,6047414,6047415,6047416,6047417,6047418,6047419,6047420,6047421,6047421,6047421,6047422,6047423,6047424,6047425,6047426,6047427,6047433,6047434,6047435,6047437,6047438,6047439,6047453,6047483,6047484,6047485,6047486,6047487";"1";"0";"0";"-77";"-77";"066391efd9d57a017edf39224fe7e17a";"1";"0";"1662997175";"2022-09-12 15:39:35";"2022-09-12 15:58:12";"0000-00-00 00:00:00";"27";"33";"133";"0";"159";"193";"205";"229";"251";"260";"270";"288";"303";"324";"327";"0";"399";"0";"0";"0";"0";"420";"431";"463";"552";"682";"702";"709";"811";"840";"847";"851";"0";"0";"0";"856";"0";"862";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"875";"1066";"1089";"1117"
"56";"0";"0";"31";"6047487";"-77";"2447";"-77";"0.5";"3";"5c573f18d3cc6b0001d9dbc3";"1";"30";"200000";"0";"5000";"500";"2";"2";"3";"-77";"-77";"-77";"1";"-77";"-77";"2";"1";"3";"7";"6";"7";"5";"5";"1";"5";"4";"5";"6";"6";"6";"6";"5";"5";"6";"5";"5";"4";"50";"5";"6";"6";"6";"6";"5";"5";"6";"75";"6";"5";"5";"80";"6";"5";"6";"5";"4";"5";"5";"3";"5";"1";"6";"2";"1";"7";"3";"2";"1";"7";"1";"3";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"2";"-77";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"7";"3";"1";"3";"3";"2";"3";"1";"2";"1";"1";"2";"1";"2";"5";"35000";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";"https://app.prolific.co/";"0";"0";"-66";"0";"6047382,6047383,6047384,6047385,6047386,6047388,6047389,6047390,6047391,6047392,6047393,6047394,6047395,6047396,6047397,6047398,6047399,6047404,6047405,6047407,6047408,6047409,6047414,6047415,6047416,6047417,6047418,6047419,6047420,6047421,6047422,6047423,6047424,6047425,6047439,6047440,6047441,6047442,6047443,6047445,6047446,6047447,6047453,6047483,6047484,6047485,6047486,6047487";"0";"1";"0";"-77";"-77";"069f612b47db4502b495d70014960c4d";"1";"0";"1662997186";"2022-09-12 15:39:46";"2022-09-12 16:20:33";"0000-00-00 00:00:00";"1550";"1567";"1743";"0";"1750";"1760";"1765";"1794";"1803";"1812";"1820";"1826";"1839";"1855";"1857";"0";"0";"0";"2040";"0";"0";"2045";"2053";"2078";"2115";"2228";"2232";"2234";"2282";"2288";"2295";"0";"0";"0";"0";"0";"0";"0";"2298";"2300";"0";"2303";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2313";"2426";"2432";"2447"
"57";"0";"0";"31";"6047487";"-77";"1023";"-77";"0.75";"4";"5d697ea28572fc000126b779";"1";"57";"250000";"7000";"1000";"2000";"3";"4";"2";"-77";"-77";"-77";"-77";"-77";"1";"I did not see a portfolio ID";"1";"1";"1";"2";"7";"5";"5";"4";"4";"5";"3";"5";"5";"5";"6";"5";"4";"4";"4";"5";"5";"85";"4";"5";"5";"5";"4";"4";"4";"4";"50";"4";"3";"3";"60";"6";"7";"6";"3";"3";"5";"6";"2";"6";"2";"5";"4";"1";"6";"6";"4";"2";"7";"1";"6";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"-77";"-77";"-77";"2";"-77";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"6";"3";"1";"3";"3";"2";"3";"1";"2";"2";"2";"2";"1";"1";"5";"54000";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";"https://app.prolific.co/";"0";"0";"-66";"0";"6047382,6047383,6047384,6047386,6047387,6047388,6047389,6047390,6047391,6047392,6047393,6047394,6047395,6047396,6047397,6047398,6047399,6047404,6047409,6047410,6047412,6047413,6047414,6047415,6047416,6047417,6047418,6047419,6047420,6047421,6047422,6047423,6047424,6047425,6047439,6047440,6047441,6047447,6047448,6047449,6047451,6047452,6047453,6047483,6047484,6047485,6047486,6047487";"1";"0";"0";"-77";"-77";"a2e61241dcf9d6ef184c2b933af125ef";"1";"0";"1662997213";"2022-09-12 15:40:13";"2022-09-12 15:57:16";"0000-00-00 00:00:00";"9";"14";"0";"66";"90";"98";"106";"186";"200";"219";"231";"240";"248";"268";"271";"0";"0";"0";"0";"0";"396";"445";"455";"503";"558";"690";"705";"711";"772";"794";"801";"0";"0";"0";"0";"0";"0";"0";"813";"0";"0";"0";"819";"0";"822";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"832";"982";"1000";"1023"
"58";"0";"0";"31";"6047487";"-77";"1398";"-77";"0.375";"1";"62cf3efe6b75b1e4ee3c372f";"2";"31";"0";"0";"40000";"2000";"3";"1";"2";"-77";"-77";"1";"-77";"-77";"-77";"RISK NEUTRAL";"7";"5";"7";"6";"7";"7";"7";"7";"7";"7";"7";"7";"7";"6";"7";"7";"7";"7";"7";"7";"6";"55";"7";"7";"7";"7";"7";"7";"7";"6";"80";"6";"6";"6";"50";"6";"6";"6";"6";"6";"4";"6";"1";"7";"1";"6";"6";"6";"6";"3";"4";"2";"6";"2";"6";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"2";"-77";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"3";"1";"3";"2";"2";"1";"1";"2";"1";"1";"2";"1";"2";"6";"80000";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";"https://app.prolific.co/";"0";"0";"-66";"0";"6047382,6047383,6047384,6047385,6047386,6047388,6047389,6047390,6047391,6047392,6047393,6047394,6047395,6047396,6047397,6047398,6047399,6047404,6047405,6047406,6047407,6047409,6047414,6047415,6047416,6047417,6047418,6047419,6047420,6047421,6047422,6047423,6047424,6047425,6047439,6047440,6047441,6047442,6047443,6047445,6047446,6047447,6047453,6047483,6047484,6047485,6047486,6047487";"1";"1";"0";"-77";"-77";"b5f0b751ab6349b81bf5535a44978837";"1";"0";"1662997222";"2022-09-12 15:40:22";"2022-09-12 16:03:40";"0000-00-00 00:00:00";"35";"42";"160";"0";"201";"253";"261";"319";"331";"346";"382";"394";"417";"437";"439";"0";"0";"533";"0";"0";"0";"551";"586";"624";"682";"859";"947";"953";"1052";"1113";"1121";"0";"0";"0";"0";"0";"0";"0";"1126";"1134";"0";"1140";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1154";"1333";"1357";"1398"
"59";"0";"0";"31";"6047487";"-77";"1032";"-77";"0.25";"1";"5e1ded90e47974143a8d81da";"2";"68";"60000";"2000";"1000";"100";"2";"1";"2";"1";"-77";"-77";"-77";"-77";"-77";"2";"7";"7";"1";"1";"7";"5";"5";"5";"6";"7";"7";"7";"7";"7";"7";"7";"7";"7";"5";"7";"7";"25";"7";"7";"7";"6";"6";"7";"7";"7";"100";"6";"6";"6";"25";"7";"7";"7";"7";"7";"1";"1";"4";"3";"5";"5";"7";"1";"6";"1";"7";"1";"6";"1";"6";"1";"1";"1";"1";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"4";"2";"1";"2";"2";"3";"1";"2";"1";"1";"2";"2";"1";"2";"5";"49000";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";"https://app.prolific.co/";"0";"0";"-66";"0";"6047382,6047383,6047384,6047385,6047386,6047388,6047389,6047390,6047391,6047392,6047393,6047394,6047395,6047396,6047397,6047398,6047399,6047400,6047401,6047402,6047404,6047409,6047414,6047415,6047416,6047417,6047418,6047419,6047420,6047421,6047422,6047423,6047424,6047425,6047426,6047427,6047428,6047429,6047430,6047431,6047433,6047439,6047453,6047483,6047484,6047485,6047486,6047487";"0";"1";"0";"-77";"-77";"646570375139c2e4e4c0de18c045e97f";"1";"0";"1662997260";"2022-09-12 15:41:00";"2022-09-12 15:58:12";"0000-00-00 00:00:00";"28";"35";"90";"0";"122";"143";"159";"188";"202";"217";"228";"238";"255";"268";"271";"398";"0";"0";"0";"0";"0";"406";"419";"456";"513";"644";"658";"666";"755";"775";"782";"789";"799";"804";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"822";"965";"996";"1032"
"60";"0";"0";"31";"6047487";"-77";"786";"-77";"0.25";"4";"62c31e3d37522ffaa26aadc2";"1";"39";"400000";"250000";"10000";"0";"1";"2";"2";"-77";"1";"-77";"-77";"-77";"-77";"I didn't see it ";"1";"2";"1";"7";"7";"5";"5";"5";"5";"5";"5";"6";"6";"6";"6";"6";"6";"6";"5";"5";"5";"75";"5";"5";"5";"5";"5";"5";"5";"6";"80";"5";"6";"6";"57";"6";"6";"6";"5";"4";"4";"4";"4";"2";"4";"4";"5";"4";"3";"4";"4";"4";"5";"5";"5";"1";"1";"2";"-77";"-77";"-77";"2";"-77";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"4";"1";"1";"3";"3";"2";"1";"3";"2";"1";"2";"2";"1";"2";"5";"120000";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36";"https://app.prolific.co/";"0";"0";"-66";"0";"6047382,6047383,6047384,6047386,6047387,6047388,6047389,6047390,6047391,6047392,6047393,6047394,6047395,6047396,6047397,6047398,6047399,6047400,6047402,6047403,6047404,6047409,6047414,6047415,6047416,6047417,6047418,6047419,6047420,6047421,6047422,6047423,6047424,6047425,6047426,6047427,6047433,6047434,6047435,6047437,6047438,6047439,6047453,6047483,6047484,6047484,6047484,6047485,6047486,6047487";"0";"0";"0";"-77";"-77";"5421798174f6f58071161f9d33485863";"1";"0";"1662997270";"2022-09-12 15:41:10";"2022-09-12 15:54:16";"0000-00-00 00:00:00";"5";"9";"0";"44";"92";"102";"108";"119";"128";"135";"143";"149";"162";"172";"175";"0";"237";"0";"0";"0";"0";"252";"254";"270";"286";"404";"409";"411";"448";"479";"492";"499";"0";"0";"0";"502";"0";"504";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"506";"750";"770";"786"
