"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"s_0001";"c_0001";"c_0002";"v_149";"ob_reason";"ob_age";"ob_realEstate";"ob_debt";"ob_invest";"ob_saving";"ob_feelingRisk";"ob_investPriority";"ob_scenario";"stimulus_played1";"stimulus_played2";"stimulus_played3";"stimulus_played4";"stimulus_played5";"stimulus_played6";"check_portfolioId";"sim_ethnicity";"sim_general";"sim_gender";"sim_age";"sim_language";"trust_general";"trust_contact";"trust_relationship";"trust_care";"trust_understand";"trust_warmth";"competence_general";"competence_capable";"competence_skillful";"competence_intelligent";"bene_values";"bene_honest";"bene_respect";"li_implement";"li_improvements";"li_better";"lic_amount";"sat_happy";"sat_right";"sat_satisfied";"benef_hurt";"benef_needs";"benef_help";"benef_important";"benef_welfare";"recomm_propensity";"loy_choose";"loy_best";"loy_loyal";"lif_portion";"learn_learn";"learn_improve";"learn_skills";"att_bestInterest";"att_trustworthy";"att_ownInterest";"att_commissions";"fwb_situation";"fwb_left";"fwb_behind";"person_reserved";"person_trsuting";"person_lazy";"person_stress";"person_artistic";"person_sociable";"person_fault";"person_through";"person_nervous";"person_imagination";"patience154";"patience185";"patience202";"patience210";"patience215";"patience206";"patience193";"patience197";"patience189";"patience169";"patience177";"patience181";"patience173";"patience161";"patience165";"patience158";"patience125";"patience139";"patience146";"patience150";"patience143";"patience132";"patience136";"patience129";"patience112";"patience119";"patience122";"patience116";"patience106";"patience109";"patience103";"patience_general";"literacy1";"literacy2";"literacy3";"literacy4";"literacy5";"literacy6";"literacy7";"check_portfolioType";"check_advisorType";"dem_gender";"dem_ethnicity";"dem_usResidence";"dem_financialAdvisorUsage";"dem_education";"income";"browser";"referer";"device_type";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts5994175";"rts5994197";"rts5994203";"rts5994205";"rts5994206";"rts5994207";"rts5994208";"rts5994210";"rts5994211";"rts5994212";"rts5995710";"rts5995723";"rts5995737";"rts5996044";"rts5996378";"rts5996433";"rts5996446";"rts5996448";"rts5996615";"rts5996617";"rts5996618";"rts5996619";"rts5996622";"rts5996625";"rts5996627";"rts5996628";"rts5996629";"rts5996630";"rts5996631";"rts5996634";"rts5996635";"rts5996638";"rts5996643";"rts5996646";"rts5996647";"rts5996651";"rts5996652";"rts5996653";"rts5996655";"rts5996656";"rts5996657";"rts5996658";"rts5996659";"rts5996660";"rts5996661";"rts5996662";"rts5997291";"rts5998525";"rts5998527";"rts5998537";"rts5999018";"rts5999019";"rts5999072";"rts5999150";"rts5999156";"rts5999159";"rts5999166";"rts5999168";"rts5999265";"rts5999314";"rts5999418";"rts6013412";"rts6013456";"rts6045267"
"469";"0";"0";"31";"5994163";"-77";"718";"-77";"0";"4";"615504bb4a1b3dfd4a773dcd";"4";"41";"0";"150000";"1";"20";"1";"1";"1";"-77";"1";"-77";"-77";"-77";"-77";"2";"1";"4";"7";"3";"4";"4";"4";"4";"5";"5";"6";"4";"4";"4";"4";"6";"4";"7";"4";"4";"4";"10";"5";"5";"5";"5";"5";"4";"6";"5";"50";"4";"4";"4";"10";"4";"4";"4";"4";"4";"4";"4";"7";"1";"7";"4";"7";"1";"4";"3";"4";"2";"7";"2";"7";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"-77";"-77";"-77";"2";"-77";"2";"7";"3";"1";"3";"3";"3";"2";"3";"1";"1";"1";"5";"1";"2";"3";"70000";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";"https://app.prolific.co/";"0";"0";"-66";"0";"5994175,5999018,5999069,5999071,5999072,6013412,5994197,5994203,5994205,5994206,5994207,5994208,5994210,5994211,5994212,6013456,5995707,5999139,5999149,5999150,5995711,5995713,5999265,5999314,5998527,5995723,5995737,5996044,5999418,5996378,5996433,5996432,5996444,5996448,5996595,5996560,5996661,5996590,5996549,5996657,5996527,5996543,5996656,5997291,5998525,6045267,5998537,5994163";"0";"1";"0";"-77";"-77";"cd2d1281b8cea510e9a7b1f8d66b8ca8";"1";"0";"1662995533";"2022-09-12 15:12:13";"2022-09-12 15:24:11";"0000-00-00 00:00:00";"8";"75";"81";"88";"96";"105";"113";"120";"136";"151";"0";"346";"455";"470";"545";"560";"0";"564";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"571";"568";"0";"0";"0";"566";"0";"578";"684";"280";"718";"10";"0";"57";"226";"0";"0";"0";"0";"231";"239";"472";"66";"153";"697"
"471";"0";"0";"31";"5994163";"-77";"1888";"-77";"0.375";"3";"60f989f2b726f86c3d24e13e";"3";"37";"450000";"0";"80000";"15000";"3";"1";"2";"-77";"-77";"-77";"-66";"-77";"-77";"2";"3";"6";"5";"5";"3";"5";"6";"5";"5";"6";"6";"6";"7";"7";"6";"6";"7";"7";"5";"6";"6";"65";"6";"5";"6";"3";"5";"5";"6";"5";"81";"6";"6";"5";"70";"6";"5";"5";"6";"7";"5";"6";"3";"2";"2";"5";"6";"2";"5";"4";"6";"2";"2";"1";"5";"1";"1";"1";"1";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"5";"1";"3";"3";"3";"2";"2";"2";"1";"2";"1";"5";"1";"1";"6";"152000";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:104.0) Gecko/20100101 Firefox/104.0";"https://app.prolific.co/";"0";"0";"-66";"0";"5994175,5999018,5999069,5999019,5999071,6013412,5994197,5994203,5994205,5994206,5994207,5994208,5994210,5994211,5994212,6013456,5995707,5995711,5999155,5999165,5999166,5995713,5999265,5995713,5999265,5999314,5998527,5995723,5995737,5996044,5999418,5996378,5996433,5996432,5996446,5996485,5996615,5996510,5996618,5996511,5996619,5996529,5996555,5996561,5996444,5997291,5998525,5998525,5998525,6045267,5998537,5994163";"0";"0";"0";"-77";"-77";"ed4a21941d9ef3c4414351fe5ee040d4";"1";"0";"1662995567";"2022-09-12 15:12:47";"2022-09-12 15:44:15";"0000-00-00 00:00:00";"16";"184";"191";"315";"324";"348";"367";"378";"397";"424";"0";"788";"950";"985";"1151";"1178";"1185";"0";"1190";"0";"1194";"1198";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1212";"1652";"728";"1888";"25";"107";"0";"0";"0";"0";"633";"0";"642";"658";"990";"132";"427";"1861"
"473";"0";"0";"31";"5994163";"-77";"1914";"-77";"0.5";"2";"6117efedb574017076d5b499";"1";"29";"376000";"0";"45000";"8000";"3";"3";"1";"-77";"-77";"-66";"-77";"-77";"-77";"2";"2";"6";"5";"6";"3";"5";"6";"6";"5";"5";"6";"5";"7";"7";"6";"6";"6";"7";"6";"6";"5";"56";"5";"7";"6";"4";"6";"5";"6";"6";"87";"5";"6";"6";"64";"5";"6";"6";"6";"5";"6";"6";"2";"1";"2";"5";"6";"2";"6";"5";"6";"2";"2";"1";"6";"1";"1";"1";"1";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"6";"1";"3";"3";"3";"2";"3";"2";"1";"2";"2";"5";"1";"2";"6";"150000";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:104.0) Gecko/20100101 Firefox/104.0";"https://app.prolific.co/";"0";"0";"-66";"0";"5994175,5999018,5999069,5999071,5999072,6013412,5994197,5994203,5994205,5994206,5994207,5994208,5994210,5994211,5994212,6013456,5995707,5995711,5999155,5999156,5999165,5995713,5999265,5999165,5995713,5999265,5999314,5998527,5995723,5995723,5995723,5995737,5995737,5995737,5996044,5999418,5996378,5996433,5996432,5996446,5996485,5996615,5996510,5996618,5996511,5996619,5996529,5996555,5996561,5996444,5997291,5998525,6045267,5998537,5994163";"0";"0";"0";"-77";"-77";"c12dcac475a085ed5819b3374720097c";"1";"0";"1662995568";"2022-09-12 15:12:48";"2022-09-12 15:44:42";"0000-00-00 00:00:00";"18";"288";"295";"311";"324";"348";"367";"378";"396";"430";"0";"798";"969";"984";"1151";"1179";"1185";"0";"1191";"0";"1195";"1198";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1211";"1661";"727";"1914";"29";"0";"269";"0";"633";"0";"0";"0";"642";"686";"989";"279";"433";"1864"
"474";"0";"0";"31";"5994163";"-77";"477";"-77";"0.75";"1";"631b8852e29b89b2a4a7fae9";"1";"25";"0";"1000";"250";"300";"4";"3";"2";"-77";"-77";"-77";"-77";"1";"-77";"2";"3";"3";"7";"4";"7";"5";"3";"2";"5";"4";"4";"5";"5";"5";"5";"5";"4";"5";"4";"5";"4";"10";"5";"5";"5";"5";"5";"4";"5";"4";"60";"4";"4";"2";"10";"5";"7";"5";"5";"4";"4";"5";"5";"2";"6";"4";"2";"3";"3";"1";"4";"5";"6";"6";"7";"1";"1";"2";"-77";"-77";"-77";"1";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"6";"3";"1";"3";"3";"3";"2";"1";"2";"2";"1";"5";"1";"2";"5";"75000";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15";"https://app.prolific.co/";"0";"0";"-66";"0";"5994175,5999018,5999069,5999019,5999071,6013412,5994197,5994203,5994205,5994206,5994207,5994208,5994210,5994211,5994212,6013456,5995707,5995711,5995713,5999158,5999159,5999167,5999265,5999314,5998527,5995723,5995737,5996044,5999418,5996378,5996433,5996432,5996446,5996485,5996615,5996510,5996555,5996660,5996514,5996622,5996530,5996561,5996444,5997291,5998525,6045267,5998537,5994163";"0";"0";"0";"-77";"-77";"fd2bbb5052327068b4e4a90ea1ef6f6c";"1";"0";"1662995577";"2022-09-12 15:12:57";"2022-09-12 15:20:54";"0000-00-00 00:00:00";"13";"39";"43";"49";"57";"63";"69";"75";"80";"86";"0";"209";"289";"298";"356";"360";"364";"0";"366";"0";"0";"0";"373";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"370";"0";"0";"379";"446";"180";"477";"23";"30";"0";"0";"0";"155";"0";"0";"159";"162";"300";"31";"89";"454"
"475";"0";"0";"31";"5994163";"-77";"664";"-77";"0.625";"4";"5b7ca6161e35f0000172fa14";"3";"46";"0";"33000";"500";"500";"4";"2";"2";"-77";"-77";"-77";"1";"-77";"-77";"2";"4";"4";"3";"4";"5";"6";"6";"6";"6";"6";"6";"6";"5";"7";"6";"6";"5";"6";"6";"6";"5";"10";"6";"5";"6";"3";"6";"4";"5";"5";"66";"4";"4";"4";"40";"5";"5";"6";"6";"5";"6";"5";"6";"3";"4";"6";"5";"6";"5";"6";"6";"3";"5";"5";"5";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"5";"3";"1";"1";"2";"3";"2";"3";"2";"1";"2";"5";"1";"2";"4";"35000";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36 Edg/105.0.1343.33";"https://app.prolific.co/";"0";"0";"-66";"0";"5994175,5999018,5999069,5999071,5999072,6013412,5994197,5994203,5994205,5994206,5994207,5994208,5994210,5994211,5994212,6013456,5995707,5995711,5999155,5999165,5999166,5995713,5999265,5995713,5999265,5999314,5998527,5998527,5998527,5995723,5995737,5996044,5999418,5996378,5996378,5996378,5996433,5996432,5996446,5996485,5996561,5996662,5996562,5996634,5996516,5996625,5996536,5996554,5996444,5997291,5998525,6045267,5998537,5998537,5998537,5994163";"0";"1";"0";"-77";"-77";"0a27a3f503efbf68203071b1690283c6";"1";"0";"1662995581";"2022-09-12 15:13:01";"2022-09-12 15:24:05";"0000-00-00 00:00:00";"46";"247";"257";"267";"276";"284";"295";"301";"308";"318";"0";"494";"527";"534";"557";"563";"567";"0";"0";"0";"0";"0";"0";"584";"0";"0";"0";"0";"0";"578";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"572";"588";"627";"480";"664";"52";"0";"230";"0";"0";"0";"461";"0";"466";"469";"536";"242";"320";"649"
"478";"0";"0";"31";"5994163";"-77";"758";"-77";"0";"2";"577f70d1454e5400015f1845";"3";"62";"800000";"0";"5000";"600";"1";"1";"1";"1";"-77";"-77";"-77";"-77";"-77";"2";"5";"4";"7";"2";"6";"5";"3";"3";"4";"5";"3";"4";"5";"4";"4";"4";"6";"5";"4";"5";"5";"15";"5";"5";"6";"6";"5";"3";"4";"4";"70";"4";"4";"3";"30";"5";"6";"4";"6";"6";"5";"5";"1";"2";"6";"1";"7";"2";"3";"2";"7";"2";"7";"4";"6";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"-77";"-77";"-77";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"5";"3";"1";"3";"1";"2";"2";"1";"1";"2";"1";"5";"1";"2";"5";"15000";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";"https://app.prolific.co/";"0";"0";"-66";"0";"5994175,5999018,5999069,5999071,5999072,6013412,5994197,5994203,5994205,5994206,5994207,5994208,5994210,5994211,5994212,6013456,5995707,5999139,5995710,5999149,5995711,5995713,5999265,5999314,5998527,5995723,5995737,5996044,5999418,5996378,5996433,5996432,5996446,5996485,5996561,5996662,5996562,5996554,5996659,5996518,5996627,5996538,5996444,5997291,5998525,6045267,5998537,5994163";"0";"1";"0";"-77";"-77";"702ee663dd470976ba3cc64a6197b29c";"1";"0";"1662995618";"2022-09-12 15:13:38";"2022-09-12 15:26:16";"0000-00-00 00:00:00";"25";"108";"119";"132";"139";"150";"161";"168";"182";"203";"277";"361";"474";"488";"557";"572";"579";"0";"0";"0";"0";"0";"0";"0";"598";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"593";"0";"0";"589";"607";"721";"312";"758";"43";"0";"81";"0";"0";"0";"0";"0";"282";"288";"491";"99";"206";"739"
"479";"0";"0";"31";"5994163";"-77";"1350";"-77";"0.75";"1";"5c237be889f035000173c96c";"3";"70";"375000";"100000";"75000";"350";"3";"3";"3";"-77";"-77";"-77";"-77";"1";"-77";"2";"6";"5";"7";"4";"7";"5";"5";"5";"6";"6";"4";"5";"5";"5";"6";"5";"6";"6";"4";"5";"5";"85";"5";"5";"5";"7";"5";"6";"6";"5";"85";"5";"5";"5";"80";"6";"5";"5";"5";"6";"4";"5";"3";"6";"3";"5";"7";"1";"6";"1";"5";"2";"7";"2";"7";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"2";"-77";"2";"-77";"-77";"-77";"6";"3";"1";"3";"3";"2";"3";"1";"3";"3";"1";"5";"1";"1";"4";"97500";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15";"https://app.prolific.co/";"0";"0";"-66";"0";"5994175,5999018,5999069,5999019,5999071,6013412,5994197,5994203,5994205,5994206,5994207,5994208,5994210,5994211,5994212,6013456,5995707,5995711,5995713,5999158,5999159,5999167,5999265,5999314,5998527,5995723,5995737,5996044,5999418,5996378,5996433,5996432,5996444,5996448,5996595,5996560,5996661,5996590,5996638,5996526,5996542,5996655,5996549,5997291,5998525,6045267,5998537,5994163";"0";"1";"0";"-77";"-77";"28eb8101f084f432786bab4704d1853f";"1";"0";"1662995681";"2022-09-12 15:14:41";"2022-09-12 15:37:11";"0000-00-00 00:00:00";"21";"146";"153";"193";"206";"219";"242";"249";"262";"273";"0";"538";"707";"887";"1080";"1096";"0";"1103";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1117";"0";"0";"0";"0";"0";"0";"1124";"0";"0";"0";"0";"0";"1109";"0";"1134";"1308";"391";"1350";"32";"79";"0";"0";"0";"352";"0";"0";"360";"366";"891";"134";"275";"1326"
"480";"0";"0";"31";"5994163";"-77";"621";"-77";"0.625";"1";"612fea78b655df755fe7db24";"3";"28";"0";"70000";"500";"200";"3";"4";"1";"-77";"-77";"1";"-77";"-77";"-77";"2";"6";"5";"1";"6";"5";"7";"7";"6";"7";"6";"6";"7";"7";"6";"7";"7";"7";"7";"6";"7";"7";"30";"7";"7";"6";"7";"7";"6";"7";"6";"80";"7";"7";"6";"50";"7";"7";"6";"7";"6";"4";"2";"5";"3";"6";"2";"5";"2";"4";"1";"6";"3";"6";"2";"7";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"-77";"-77";"-77";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"5";"3";"1";"2";"3";"2";"1";"3";"2";"1";"2";"5";"1";"1";"6";"50000";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36";"https://app.prolific.co/";"0";"0";"-66";"0";"5994175,5999018,5999069,5999019,5999071,6013412,5994197,5994203,5994205,5994206,5994207,5994208,5994210,5994211,5994212,6013456,5995707,5995711,5999155,5999156,5999165,5995713,5999265,5999314,5998527,5995723,5995737,5996044,5999418,5996378,5996433,5996432,5996446,5996485,5996561,5996662,5996562,5996554,5996659,5996518,5996627,5996538,5996444,5997291,5998525,6045267,5998537,5994163";"1";"1";"0";"-77";"-77";"3bb9b9ef52a823ae0633afcf3fd48bce";"1";"0";"1662995699";"2022-09-12 15:14:59";"2022-09-12 15:25:20";"0000-00-00 00:00:00";"12";"55";"61";"67";"90";"100";"105";"110";"123";"141";"0";"279";"381";"387";"481";"492";"496";"0";"0";"0";"0";"0";"0";"0";"506";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"503";"0";"0";"499";"511";"595";"240";"621";"15";"43";"0";"0";"208";"0";"0";"0";"211";"215";"388";"50";"143";"606"
"481";"0";"0";"31";"5994163";"-77";"565";"-77";"0.5";"4";"5ee3c01c7247c006e9a3f4fd";"3";"57";"900000";"425000";"75000";"3500";"2";"3";"2";"-77";"-77";"-77";"1";"-77";"-77";"2";"1";"4";"1";"2";"7";"6";"6";"6";"7";"7";"4";"6";"6";"6";"7";"5";"5";"7";"6";"6";"6";"60";"6";"6";"6";"7";"7";"6";"7";"6";"95";"7";"7";"5";"100";"7";"7";"7";"4";"4";"6";"6";"1";"7";"1";"2";"6";"1";"5";"2";"6";"2";"7";"2";"6";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"1";"2";"-77";"-77";"-77";"-77";"6";"3";"1";"3";"3";"2";"1";"1";"2";"2";"2";"5";"1";"2";"6";"184000";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:104.0) Gecko/20100101 Firefox/104.0";"https://app.prolific.co/";"0";"0";"-66";"0";"5994175,5999018,5999069,5999071,5999072,6013412,5994197,5994203,5994205,5994206,5994207,5994208,5994210,5994211,5994212,6013456,5995707,5995711,5999155,5999165,5999166,5995713,5999265,5999314,5998527,5995723,5995737,5996044,5999418,5996378,5996433,5996432,5996444,5996448,5996595,5996560,5996661,5996590,5996638,5996526,5996630,5996542,5996549,5997291,5998525,6045267,5998537,5994163";"1";"1";"0";"-77";"-77";"f1d45da803246d82f3584144ccdb6161";"1";"0";"1662995704";"2022-09-12 15:15:04";"2022-09-12 15:24:29";"0000-00-00 00:00:00";"4";"111";"119";"126";"133";"145";"153";"160";"192";"198";"0";"326";"378";"384";"418";"425";"0";"429";"0";"0";"0";"0";"0";"0";"0";"0";"0";"436";"0";"0";"0";"434";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"431";"0";"440";"548";"297";"565";"10";"0";"92";"0";"0";"0";"275";"0";"279";"281";"386";"106";"201";"552"
"482";"0";"0";"31";"5994163";"-77";"735";"-77";"0.125";"3";"608bfa04767191aa4d57bfd8";"3";"39";"0";"0";"1000";"500";"1";"2";"1";"-77";"-66";"-77";"-77";"-77";"-77";"2";"6";"7";"2";"4";"6";"2";"4";"2";"1";"2";"3";"1";"1";"1";"2";"2";"1";"4";"3";"1";"1";"0";"1";"1";"1";"6";"2";"1";"2";"1";"0";"1";"1";"2";"0";"3";"2";"2";"6";"6";"3";"5";"2";"5";"2";"6";"6";"2";"6";"2";"1";"2";"7";"2";"7";"1";"1";"1";"1";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"7";"3";"1";"3";"3";"2";"2";"1";"3";"1";"2";"5";"1";"2";"3";"51000";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:104.0) Gecko/20100101 Firefox/104.0";"https://app.prolific.co/";"0";"0";"-66";"0";"5994175,5999018,5999069,5999019,5999071,6013412,5994197,5994203,5994205,5994206,5994207,5994208,5994210,5994211,5994212,6013456,5995707,5999139,5999149,5999150,5995711,5995713,5999265,5999314,5998527,5995723,5995737,5996044,5999418,5996378,5996433,5996432,5996446,5996485,5996615,5996510,5996618,5996511,5996619,5996529,5996555,5996561,5996444,5997291,5998525,6045267,5998537,5994163";"1";"0";"0";"-77";"-77";"37058d4326ab1425b77d45e42f9555b9";"1";"0";"1662995708";"2022-09-12 15:15:08";"2022-09-12 15:27:23";"0000-00-00 00:00:00";"4";"249";"256";"261";"265";"272";"277";"286";"292";"299";"0";"523";"579";"588";"632";"640";"643";"0";"644";"0";"646";"648";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"655";"716";"473";"735";"11";"15";"0";"452";"0";"0";"0";"0";"456";"458";"592";"243";"301";"724"
"483";"0";"0";"31";"5994163";"-77";"656";"-77";"0";"3";"62d140d43079cdd60f42d39e";"3";"55";"800000";"310000";"10000";"1500";"1";"1";"1";"-77";"1";"-77";"-77";"-77";"-77";"There wasn't one";"1";"3";"1";"2";"7";"6";"5";"3";"6";"6";"6";"6";"6";"6";"6";"6";"6";"6";"7";"4";"4";"100";"7";"6";"7";"5";"5";"4";"6";"5";"77";"5";"4";"2";"84";"4";"2";"2";"4";"4";"3";"5";"2";"5";"2";"5";"5";"1";"4";"2";"4";"3";"7";"3";"4";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"1";"2";"-77";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"5";"3";"1";"3";"3";"2";"2";"1";"1";"2";"2";"5";"1";"2";"6";"165000";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";"https://app.prolific.co/";"0";"0";"-66";"0";"5994175,5999018,5999069,5999019,5999071,6013412,5994197,5994203,5994205,5994206,5994207,5994208,5994210,5994211,5994212,6013456,5995707,5999139,5999149,5999150,5995711,5995713,5999265,5999314,5998527,5995723,5995737,5996044,5999418,5996378,5996433,5996432,5996444,5996448,5996595,5996617,5996580,5996635,5996520,5996539,5996652,5996553,5996560,5997291,5998525,6045267,5998537,5994163";"0";"1";"0";"-77";"-77";"00c4a9a7588d8155fcc70320d17059e5";"1";"0";"1662995721";"2022-09-12 15:15:21";"2022-09-12 15:26:17";"0000-00-00 00:00:00";"22";"75";"85";"93";"102";"111";"120";"128";"139";"152";"0";"336";"416";"427";"501";"507";"0";"514";"0";"518";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"521";"0";"0";"0";"0";"0";"527";"0";"0";"0";"0";"0";"0";"0";"0";"0";"534";"618";"296";"656";"28";"58";"0";"220";"0";"0";"0";"0";"267";"271";"430";"66";"154";"629"
"486";"0";"0";"31";"5994163";"-77";"583";"-77";"0.25";"2";"5c0727ff1d461400012b61ee";"3";"54";"300000";"108000";"5000";"250";"1";"2";"2";"1";"-77";"-77";"-77";"-77";"-77";"2";"5";"2";"1";"2";"7";"5";"4";"1";"2";"6";"4";"5";"5";"3";"3";"2";"6";"5";"4";"5";"5";"5";"5";"4";"5";"5";"4";"2";"4";"3";"10";"4";"4";"1";"10";"3";"5";"3";"4";"4";"7";"7";"4";"6";"4";"5";"3";"5";"3";"3";"2";"5";"4";"4";"6";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"5";"3";"1";"3";"3";"2";"1";"1";"2";"2";"2";"5";"1";"1";"3";"99000";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:104.0) Gecko/20100101 Firefox/104.0";"https://app.prolific.co/";"0";"0";"-66";"0";"5994175,5999018,5999069,5999071,5999072,6013412,5994197,5994203,5994205,5994206,5994207,5994208,5994210,5994211,5994212,6013456,5995707,5999139,5995710,5999149,5995711,5995713,5999265,5999314,5998527,5995723,5995737,5996044,5999418,5996378,5996433,5996432,5996446,5996485,5996561,5996662,5996562,5996634,5996516,5996625,5996536,5996554,5996444,5997291,5998525,6045267,5998537,5994163";"0";"0";"0";"-77";"-77";"76193d636cd7c8d48fce1c01f405fe5e";"1";"0";"1662995734";"2022-09-12 15:15:34";"2022-09-12 15:25:17";"0000-00-00 00:00:00";"16";"70";"77";"89";"96";"102";"108";"117";"131";"141";"209";"278";"361";"375";"435";"451";"460";"0";"0";"0";"0";"0";"0";"472";"0";"0";"0";"0";"0";"468";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"465";"477";"544";"238";"583";"19";"0";"48";"0";"0";"0";"0";"0";"214";"219";"378";"60";"143";"559"
